"기준년월일","요일","시간대","발신지_시도","발신지_시군구","발신지_읍면동","통화건수"
"20141217","수","08","서울특별시","강동구","상일동","5"
"20141217","수","08","서울특별시","강서구","방화동","5"
"20141217","수","08","서울특별시","구로구","고척동","5"
"20141217","수","08","서울특별시","금천구","시흥동","5"
"20141217","수","08","서울특별시","도봉구","창동","5"
"20141217","수","08","서울특별시","동대문구","답십리동","5"
"20141217","수","08","서울특별시","서대문구","연희동","5"
"20141217","수","08","서울특별시","서대문구","홍은동","5"
"20141217","수","08","서울특별시","서초구","서초동","5"
"20141217","수","08","서울특별시","서초구","반포동","5"
"20141217","수","08","서울특별시","서초구","방배동","5"
"20141217","수","08","서울특별시","성동구","금호동4가","5"
"20141217","수","08","서울특별시","성동구","행당동","5"
"20141217","수","08","서울특별시","성북구","하월곡동","5"
"20141217","수","08","서울특별시","송파구","풍납동","5"
"20141217","수","08","서울특별시","송파구","장지동","5"
"20141217","수","08","서울특별시","송파구","오금동","5"
"20141217","수","08","서울특별시","송파구","신천동","5"
"20141217","수","08","서울특별시","송파구","문정동","5"
"20141217","수","08","서울특별시","송파구","가락동","5"
"20141217","수","08","서울특별시","양천구","신정동","5"
"20141217","수","08","서울특별시","영등포구","여의도동","5"
"20141217","수","08","서울특별시","용산구","이촌동","5"
"20141217","수","08","서울특별시","용산구","원효로3가","5"
"20141217","수","08","서울특별시","중구","황학동","5"
"20141217","수","09","서울특별시","강남구","삼성동","5"
"20141217","수","09","서울특별시","강남구","논현동","5"
"20141217","수","09","서울특별시","강남구","개포동","5"
"20141217","수","09","서울특별시","강남구","역삼동","5"
"20141217","수","09","서울특별시","강동구","명일동","5"
"20141217","수","09","서울특별시","강동구","길동","5"
"20141217","수","09","서울특별시","강동구","강일동","5"
"20141217","수","09","서울특별시","구로구","가리봉동","5"
"20141217","수","09","서울특별시","도봉구","창동","5"
"20141217","수","09","서울특별시","마포구","신수동","5"
"20141217","수","09","서울특별시","서대문구","홍제동","5"
"20141217","수","09","서울특별시","서대문구","창천동","5"
"20141217","수","09","서울특별시","서초구","방배동","5"
"20141217","수","09","서울특별시","서초구","서초동","5"
"20141217","수","09","서울특별시","송파구","장지동","5"
"20141217","수","09","서울특별시","송파구","문정동","5"
"20141217","수","09","서울특별시","양천구","목동","5"
"20141217","수","09","서울특별시","양천구","신정동","5"
"20141217","수","09","서울특별시","용산구","한강로2가","5"
"20141217","수","09","서울특별시","은평구","응암동","5"
"20141217","수","10","서울특별시","강남구","삼성동","5"
"20141217","수","10","서울특별시","강남구","세곡동","5"
"20141217","수","10","서울특별시","강동구","강일동","5"
"20141217","수","10","서울특별시","강서구","화곡동","5"
"20141217","수","10","서울특별시","강서구","가양동","5"
"20141217","수","10","서울특별시","도봉구","방학동","5"
"20141217","수","10","서울특별시","도봉구","창동","5"
"20141217","수","10","서울특별시","동작구","상도동","5"
"20141217","수","10","서울특별시","마포구","동교동","5"
"20141217","수","10","서울특별시","마포구","신공덕동","5"
"20141217","수","10","서울특별시","서초구","양재동","5"
"20141217","수","10","서울특별시","서초구","방배동","5"
"20141217","수","10","서울특별시","서초구","반포동","5"
"20141217","수","10","서울특별시","서초구","잠원동","5"
"20141217","수","10","서울특별시","송파구","잠실동","5"
"20141217","수","10","서울특별시","송파구","문정동","5"
"20141217","수","10","서울특별시","용산구","동빙고동","5"
"20141217","수","10","서울특별시","용산구","한강로2가","5"
"20141217","수","10","서울특별시","중구","서소문동","5"
"20141217","수","10","서울특별시","중구","황학동","5"
"20141217","수","11","서울특별시","강남구","세곡동","5"
"20141217","수","11","서울특별시","강남구","청담동","5"
"20141217","수","11","서울특별시","강남구","대치동","5"
"20141217","수","11","서울특별시","강남구","삼성동","5"
"20141217","수","11","서울특별시","강동구","상일동","5"
"20141217","수","11","서울특별시","강동구","고덕동","5"
"20141217","수","11","서울특별시","강서구","화곡동","5"
"20141217","수","11","서울특별시","구로구","구로동","5"
"20141217","수","11","서울특별시","도봉구","창동","5"
"20141217","수","11","서울특별시","동작구","사당동","5"
"20141217","수","11","서울특별시","동작구","동작동","5"
"20141217","수","11","서울특별시","마포구","서교동","5"
"20141217","수","11","서울특별시","송파구","문정동","5"
"20141217","수","12","서울특별시","강남구","청담동","5"
"20141217","수","12","서울특별시","강남구","수서동","5"
"20141217","수","12","서울특별시","강남구","논현동","5"
"20141217","수","12","서울특별시","강남구","역삼동","5"
"20141217","수","12","서울특별시","강동구","상일동","5"
"20141217","수","12","서울특별시","강서구","외발산동","5"
"20141217","수","12","서울특별시","강서구","과해동","5"
"20141217","수","12","서울특별시","강서구","화곡동","5"
"20141217","수","12","서울특별시","동작구","본동","5"
"20141217","수","12","서울특별시","서초구","양재동","5"
"20141217","수","12","서울특별시","송파구","잠실동","5"
"20141217","수","12","서울특별시","송파구","문정동","5"
"20141217","수","12","서울특별시","양천구","신월동","5"
"20141217","수","12","서울특별시","용산구","동빙고동","5"
"20141217","수","12","서울특별시","종로구","서린동","5"
"20141217","수","12","서울특별시","중구","무교동","5"
"20141217","수","13","서울특별시","강남구","신사동","5"
"20141217","수","13","서울특별시","강남구","도곡동","5"
"20141217","수","13","서울특별시","강남구","삼성동","5"
"20141217","수","13","서울특별시","광진구","중곡동","5"
"20141217","수","13","서울특별시","구로구","구로동","5"
"20141217","수","13","서울특별시","금천구","독산동","5"
"20141217","수","13","서울특별시","도봉구","도봉동","5"
"20141217","수","13","서울특별시","도봉구","창동","5"
"20141217","수","13","서울특별시","마포구","대흥동","5"
"20141217","수","13","서울특별시","서대문구","창천동","5"
"20141217","수","13","서울특별시","서초구","우면동","5"
"20141217","수","13","서울특별시","서초구","양재동","5"
"20141217","수","13","서울특별시","서초구","서초동","5"
"20141217","수","13","서울특별시","서초구","반포동","5"
"20141217","수","13","서울특별시","중구","서소문동","5"
"20141217","수","14","서울특별시","강남구","삼성동","5"
"20141217","수","14","서울특별시","강남구","신사동","5"
"20141217","수","14","서울특별시","강남구","대치동","5"
"20141217","수","14","서울특별시","강동구","성내동","5"
"20141217","수","14","서울특별시","강동구","상일동","5"
"20141217","수","14","서울특별시","강서구","내발산동","5"
"20141217","수","14","서울특별시","관악구","신림동","5"
"20141217","수","14","서울특별시","서초구","양재동","5"
"20141217","수","14","서울특별시","서초구","서초동","5"
"20141217","수","14","서울특별시","서초구","방배동","5"
"20141217","수","14","서울특별시","서초구","반포동","5"
"20141217","수","14","서울특별시","송파구","문정동","5"
"20141217","수","14","서울특별시","양천구","신정동","5"
"20141217","수","14","서울특별시","용산구","한남동","5"
"20141217","수","14","서울특별시","중랑구","신내동","5"
"20141217","수","15","서울특별시","강남구","삼성동","5"
"20141217","수","15","서울특별시","강남구","수서동","5"
"20141217","수","15","서울특별시","강남구","세곡동","5"
"20141217","수","15","서울특별시","강남구","도곡동","5"
"20141217","수","15","서울특별시","강동구","강일동","5"
"20141217","수","15","서울특별시","강서구","화곡동","5"
"20141217","수","15","서울특별시","노원구","공릉동","5"
"20141217","수","15","서울특별시","마포구","신공덕동","5"
"20141217","수","15","서울특별시","서초구","반포동","5"
"20141217","수","15","서울특별시","중구","을지로3가","5"
"20141217","수","15","서울특별시","중랑구","면목동","5"
"20141217","수","16","서울특별시","강남구","개포동","5"
"20141217","수","16","서울특별시","강남구","역삼동","5"
"20141217","수","16","서울특별시","강남구","삼성동","5"
"20141217","수","16","서울특별시","강동구","명일동","5"
"20141217","수","16","서울특별시","강동구","고덕동","5"
"20141217","수","16","서울특별시","강북구","미아동","5"
"20141217","수","16","서울특별시","강서구","과해동","5"
"20141217","수","16","서울특별시","금천구","가산동","5"
"20141217","수","16","서울특별시","도봉구","창동","5"
"20141217","수","16","서울특별시","동대문구","장안동","5"
"20141217","수","16","서울특별시","마포구","신공덕동","5"
"20141217","수","16","서울특별시","서대문구","연희동","5"
"20141217","수","16","서울특별시","서대문구","대신동","5"
"20141217","수","16","서울특별시","서대문구","북아현동","5"
"20141217","수","16","서울특별시","서초구","양재동","5"
"20141217","수","16","서울특별시","서초구","서초동","5"
"20141217","수","16","서울특별시","서초구","반포동","5"
"20141217","수","16","서울특별시","송파구","오금동","5"
"20141217","수","16","서울특별시","용산구","한강로2가","5"
"20141217","수","16","서울특별시","종로구","경운동","5"
"20141217","수","16","서울특별시","종로구","낙원동","5"
"20141217","수","17","서울특별시","강남구","대치동","5"
"20141217","수","17","서울특별시","강남구","도곡동","5"
"20141217","수","17","서울특별시","강남구","삼성동","5"
"20141217","수","17","서울특별시","강남구","역삼동","5"
"20141217","수","17","서울특별시","강남구","세곡동","5"
"20141217","수","17","서울특별시","강동구","길동","5"
"20141217","수","17","서울특별시","강동구","강일동","5"
"20141217","수","17","서울특별시","강동구","성내동","5"
"20141217","수","17","서울특별시","강동구","상일동","5"
"20141217","수","17","서울특별시","강동구","명일동","5"
"20141217","수","17","서울특별시","강서구","방화동","5"
"20141217","수","17","서울특별시","강서구","등촌동","5"
"20141217","수","17","서울특별시","강서구","가양동","5"
"20141217","수","17","서울특별시","관악구","봉천동","5"
"20141217","수","17","서울특별시","도봉구","창동","5"
"20141217","수","17","서울특별시","서초구","양재동","5"
"20141217","수","17","서울특별시","서초구","서초동","5"
"20141217","수","17","서울특별시","서초구","반포동","5"
"20141217","수","17","서울특별시","성동구","성수동2가","5"
"20141217","수","17","서울특별시","송파구","송파동","5"
"20141217","수","17","서울특별시","영등포구","여의도동","5"
"20141217","수","17","서울특별시","용산구","동빙고동","5"
"20141217","수","17","서울특별시","종로구","인의동","5"
"20141217","수","18","서울특별시","강남구","삼성동","5"
"20141217","수","18","서울특별시","강남구","역삼동","5"
"20141217","수","18","서울특별시","강남구","도곡동","5"
"20141217","수","18","서울특별시","강남구","대치동","5"
"20141217","수","18","서울특별시","강남구","신사동","5"
"20141217","수","18","서울특별시","강동구","상일동","5"
"20141217","수","18","서울특별시","강동구","강일동","5"
"20141217","수","18","서울특별시","강서구","등촌동","5"
"20141217","수","18","서울특별시","강서구","가양동","5"
"20141217","수","18","서울특별시","도봉구","창동","5"
"20141217","수","18","서울특별시","마포구","합정동","5"
"20141217","수","18","서울특별시","서대문구","창천동","5"
"20141217","수","18","서울특별시","서초구","양재동","5"
"20141217","수","18","서울특별시","서초구","반포동","5"
"20141217","수","18","서울특별시","송파구","잠실동","5"
"20141217","수","18","서울특별시","송파구","신천동","5"
"20141217","수","18","서울특별시","송파구","가락동","5"
"20141217","수","18","서울특별시","영등포구","당산동2가","5"
"20141217","수","18","서울특별시","영등포구","여의도동","5"
"20141217","수","18","서울특별시","용산구","한남동","5"
"20141217","수","18","서울특별시","은평구","응암동","5"
"20141217","수","18","서울특별시","종로구","교북동","5"
"20141217","수","18","서울특별시","중구","을지로2가","5"
"20141217","수","18","서울특별시","중랑구","신내동","5"
"20141217","수","19","서울특별시","강남구","논현동","5"
"20141217","수","19","서울특별시","강남구","삼성동","5"
"20141217","수","19","서울특별시","강남구","신사동","5"
"20141217","수","19","서울특별시","강남구","청담동","5"
"20141217","수","19","서울특별시","강동구","상일동","5"
"20141217","수","19","서울특별시","강동구","강일동","5"
"20141217","수","19","서울특별시","강서구","과해동","5"
"20141217","수","19","서울특별시","도봉구","도봉동","5"
"20141217","수","19","서울특별시","도봉구","창동","5"
"20141217","수","19","서울특별시","마포구","현석동","5"
"20141217","수","19","서울특별시","서초구","잠원동","5"
"20141217","수","19","서울특별시","서초구","양재동","5"
"20141217","수","19","서울특별시","서초구","반포동","5"
"20141217","수","19","서울특별시","성북구","정릉동","5"
"20141217","수","19","서울특별시","송파구","송파동","5"
"20141217","수","19","서울특별시","송파구","문정동","5"
"20141217","수","19","서울특별시","영등포구","여의도동","5"
"20141217","수","19","서울특별시","은평구","녹번동","5"
"20141217","수","19","서울특별시","은평구","진관동","5"
"20141217","수","19","서울특별시","중구","태평로2가","5"
"20141217","수","19","서울특별시","중구","을지로2가","5"
"20141217","수","19","서울특별시","중구","태평로1가","5"
"20141217","수","20","서울특별시","강남구","삼성동","5"
"20141217","수","20","서울특별시","강남구","일원동","5"
"20141217","수","20","서울특별시","강남구","역삼동","5"
"20141217","수","20","서울특별시","강남구","논현동","5"
"20141217","수","20","서울특별시","강남구","도곡동","5"
"20141217","수","20","서울특별시","강동구","천호동","5"
"20141217","수","20","서울특별시","강동구","상일동","5"
"20141217","수","20","서울특별시","강서구","방화동","5"
"20141217","수","20","서울특별시","관악구","신림동","5"
"20141217","수","20","서울특별시","관악구","봉천동","5"
"20141217","수","20","서울특별시","금천구","가산동","5"
"20141217","수","20","서울특별시","노원구","중계동","5"
"20141217","수","20","서울특별시","도봉구","창동","5"
"20141217","수","20","서울특별시","마포구","상암동","5"
"20141217","수","20","서울특별시","서대문구","연희동","5"
"20141217","수","20","서울특별시","서대문구","창천동","5"
"20141217","수","20","서울특별시","서초구","반포동","5"
"20141217","수","20","서울특별시","서초구","잠원동","5"
"20141217","수","20","서울특별시","서초구","서초동","5"
"20141217","수","20","서울특별시","송파구","방이동","5"
"20141217","수","20","서울특별시","송파구","문정동","5"
"20141217","수","20","서울특별시","송파구","잠실동","5"
"20141217","수","20","서울특별시","양천구","목동","5"
"20141217","수","20","서울특별시","영등포구","여의도동","5"
"20141217","수","20","서울특별시","영등포구","영등포동7가","5"
"20141217","수","20","서울특별시","종로구","경운동","5"
"20141217","수","20","서울특별시","중구","남대문로5가","5"
"20141217","수","21","서울특별시","강남구","청담동","5"
"20141217","수","21","서울특별시","강남구","역삼동","6"
"20141217","수","21","서울특별시","강남구","신사동","5"
"20141217","수","21","서울특별시","강남구","삼성동","5"
"20141217","수","21","서울특별시","강남구","논현동","5"
"20141217","수","21","서울특별시","강남구","대치동","5"
"20141217","수","21","서울특별시","강동구","상일동","5"
"20141217","수","21","서울특별시","강서구","과해동","5"
"20141217","수","21","서울특별시","관악구","봉천동","5"
"20141217","수","21","서울특별시","금천구","시흥동","5"
"20141217","수","21","서울특별시","노원구","하계동","5"
"20141217","수","21","서울특별시","도봉구","창동","5"
"20141217","수","21","서울특별시","동작구","사당동","5"
"20141217","수","21","서울특별시","마포구","합정동","5"
"20141217","수","21","서울특별시","마포구","대흥동","5"
"20141217","수","21","서울특별시","마포구","마포동","5"
"20141217","수","21","서울특별시","서대문구","연희동","5"
"20141217","수","21","서울특별시","서대문구","대신동","5"
"20141217","수","21","서울특별시","서초구","양재동","5"
"20141217","수","21","서울특별시","서초구","잠원동","5"
"20141217","수","21","서울특별시","서초구","서초동","5"
"20141217","수","21","서울특별시","서초구","반포동","5"
"20141217","수","21","서울특별시","서초구","방배동","5"
"20141217","수","21","서울특별시","성북구","안암동5가","5"
"20141217","수","21","서울특별시","성북구","상월곡동","5"
"20141217","수","21","서울특별시","송파구","방이동","5"
"20141217","수","21","서울특별시","송파구","문정동","5"
"20141217","수","21","서울특별시","송파구","가락동","5"
"20141217","수","21","서울특별시","영등포구","당산동4가","5"
"20141217","수","21","서울특별시","영등포구","영등포동3가","5"
"20141217","수","21","서울특별시","영등포구","당산동2가","5"
"20141217","수","21","서울특별시","영등포구","당산동3가","5"
"20141217","수","21","서울특별시","영등포구","여의도동","5"
"20141217","수","21","서울특별시","용산구","효창동","5"
"20141217","수","21","서울특별시","용산구","갈월동","5"
"20141217","수","21","서울특별시","은평구","구산동","5"
"20141217","수","21","서울특별시","종로구","신문로1가","5"
"20141217","수","21","서울특별시","종로구","통의동","5"
"20141217","수","21","서울특별시","중구","을지로2가","5"
"20141217","수","21","서울특별시","중구","남대문로5가","5"
"20141217","수","21","서울특별시","중구","정동","5"
"20141217","수","21","서울특별시","중구","황학동","5"
"20141217","수","21","서울특별시","중구","무교동","5"
"20141217","수","21","서울특별시","중구","필동2가","5"
"20141217","수","21","서울특별시","중구","명동2가","5"
"20141217","수","21","서울특별시","중구","충무로1가","5"
"20141217","수","22","서울특별시","강남구","신사동","5"
"20141217","수","22","서울특별시","강남구","수서동","5"
"20141217","수","22","서울특별시","강남구","도곡동","5"
"20141217","수","22","서울특별시","강남구","역삼동","14"
"20141217","수","22","서울특별시","강남구","삼성동","7"
"20141217","수","22","서울특별시","강남구","논현동","5"
"20141217","수","22","서울특별시","강남구","대치동","5"
"20141217","수","22","서울특별시","강동구","성내동","5"
"20141217","수","22","서울특별시","관악구","봉천동","5"
"20141217","수","22","서울특별시","광진구","군자동","5"
"20141217","수","22","서울특별시","광진구","화양동","5"
"20141217","수","22","서울특별시","동작구","사당동","5"
"20141217","수","22","서울특별시","마포구","합정동","5"
"20141217","수","22","서울특별시","마포구","마포동","5"
"20141217","수","22","서울특별시","마포구","상수동","5"
"20141217","수","22","서울특별시","마포구","현석동","5"
"20141217","수","22","서울특별시","서대문구","창천동","5"
"20141217","수","22","서울특별시","서초구","서초동","7"
"20141217","수","22","서울특별시","서초구","잠원동","5"
"20141217","수","22","서울특별시","서초구","반포동","5"
"20141217","수","22","서울특별시","서초구","양재동","5"
"20141217","수","22","서울특별시","성북구","삼선동2가","5"
"20141217","수","22","서울특별시","송파구","가락동","5"
"20141217","수","22","서울특별시","송파구","잠실동","5"
"20141217","수","22","서울특별시","송파구","신천동","5"
"20141217","수","22","서울특별시","송파구","송파동","5"
"20141217","수","22","서울특별시","송파구","석촌동","5"
"20141217","수","22","서울특별시","송파구","방이동","5"
"20141217","수","22","서울특별시","송파구","문정동","5"
"20141217","수","22","서울특별시","양천구","신정동","5"
"20141217","수","22","서울특별시","영등포구","대림동","5"
"20141217","수","22","서울특별시","영등포구","영등포동3가","5"
"20141217","수","22","서울특별시","영등포구","여의도동","9"
"20141217","수","22","서울특별시","용산구","한남동","5"
"20141217","수","22","서울특별시","용산구","한강로2가","5"
"20141217","수","22","서울특별시","용산구","동빙고동","5"
"20141217","수","22","서울특별시","종로구","창신동","5"
"20141217","수","22","서울특별시","종로구","통의동","5"
"20141217","수","22","서울특별시","종로구","서린동","6"
"20141217","수","22","서울특별시","종로구","혜화동","5"
"20141217","수","22","서울특별시","중구","무교동","5"
"20141217","수","22","서울특별시","중구","남창동","5"
"20141217","수","22","서울특별시","중구","태평로2가","7"
"20141217","수","22","서울특별시","중구","태평로1가","5"
"20141217","수","22","서울특별시","중구","남대문로5가","5"
"20141217","수","22","서울특별시","중구","충무로1가","5"
"20141217","수","22","서울특별시","중구","을지로3가","5"
"20141217","수","22","서울특별시","중구","을지로2가","5"
"20141217","수","23","서울특별시","강남구","개포동","5"
"20141217","수","23","서울특별시","강남구","삼성동","12"
"20141217","수","23","서울특별시","강남구","논현동","7"
"20141217","수","23","서울특별시","강남구","대치동","6"
"20141217","수","23","서울특별시","강남구","청담동","5"
"20141217","수","23","서울특별시","강남구","수서동","5"
"20141217","수","23","서울특별시","강남구","신사동","13"
"20141217","수","23","서울특별시","강남구","도곡동","5"
"20141217","수","23","서울특별시","강남구","역삼동","27"
"20141217","수","23","서울특별시","강동구","상일동","5"
"20141217","수","23","서울특별시","강동구","길동","5"
"20141217","수","23","서울특별시","강동구","고덕동","5"
"20141217","수","23","서울특별시","강서구","방화동","5"
"20141217","수","23","서울특별시","강서구","등촌동","5"
"20141217","수","23","서울특별시","관악구","봉천동","5"
"20141217","수","23","서울특별시","광진구","자양동","5"
"20141217","수","23","서울특별시","광진구","광장동","5"
"20141217","수","23","서울특별시","구로구","구로동","5"
"20141217","수","23","서울특별시","구로구","신도림동","5"
"20141217","수","23","서울특별시","금천구","가산동","5"
"20141217","수","23","서울특별시","도봉구","창동","5"
"20141217","수","23","서울특별시","동작구","사당동","5"
"20141217","수","23","서울특별시","마포구","합정동","5"
"20141217","수","23","서울특별시","마포구","아현동","5"
"20141217","수","23","서울특별시","마포구","서교동","5"
"20141217","수","23","서울특별시","마포구","마포동","5"
"20141217","수","23","서울특별시","마포구","상수동","5"
"20141217","수","23","서울특별시","마포구","신공덕동","5"
"20141217","수","23","서울특별시","서대문구","북아현동","5"
"20141217","수","23","서울특별시","서대문구","창천동","5"
"20141217","수","23","서울특별시","서초구","잠원동","5"
"20141217","수","23","서울특별시","서초구","반포동","10"
"20141217","수","23","서울특별시","서초구","양재동","5"
"20141217","수","23","서울특별시","서초구","서초동","8"
"20141217","수","23","서울특별시","성동구","성수동2가","5"
"20141217","수","23","서울특별시","성동구","옥수동","5"
"20141217","수","23","서울특별시","성북구","동선동1가","5"
"20141217","수","23","서울특별시","성북구","삼선동5가","5"
"20141217","수","23","서울특별시","성북구","동선동2가","5"
"20141217","수","23","서울특별시","송파구","잠실동","5"
"20141217","수","23","서울특별시","송파구","신천동","5"
"20141217","수","23","서울특별시","송파구","석촌동","5"
"20141217","수","23","서울특별시","송파구","문정동","5"
"20141217","수","23","서울특별시","송파구","방이동","5"
"20141217","수","23","서울특별시","송파구","송파동","5"
"20141217","수","23","서울특별시","양천구","신정동","5"
"20141217","수","23","서울특별시","영등포구","여의도동","5"
"20141217","수","23","서울특별시","영등포구","영등포동7가","5"
"20141217","수","23","서울특별시","영등포구","당산동6가","5"
"20141217","수","23","서울특별시","영등포구","양평동4가","5"
"20141217","수","23","서울특별시","영등포구","영등포동3가","5"
"20141217","수","23","서울특별시","용산구","동빙고동","5"
"20141217","수","23","서울특별시","용산구","갈월동","5"
"20141217","수","23","서울특별시","용산구","한강로2가","5"
"20141217","수","23","서울특별시","은평구","응암동","5"
"20141217","수","23","서울특별시","종로구","혜화동","5"
"20141217","수","23","서울특별시","종로구","통의동","5"
"20141217","수","23","서울특별시","종로구","서린동","5"
"20141217","수","23","서울특별시","종로구","계동","5"
"20141217","수","23","서울특별시","종로구","명륜2가","5"
"20141217","수","23","서울특별시","종로구","신문로1가","5"
"20141217","수","23","서울특별시","중구","태평로2가","5"
"20141217","수","23","서울특별시","중구","충무로2가","5"
"20141217","수","23","서울특별시","중구","을지로3가","5"
"20141217","수","23","서울특별시","중구","을지로5가","5"
"20141217","수","23","서울특별시","중구","충무로1가","5"
"20141217","수","23","서울특별시","중구","을지로2가","6"
"20141217","수","23","서울특별시","중구","태평로1가","5"
"20141217","수","23","서울특별시","중구","서소문동","5"
"20141217","수","23","서울특별시","중구","필동2가","5"
"20141217","수","23","서울특별시","중구","남대문로5가","8"
"20141217","수","23","서울특별시","중구","무교동","5"
"20141217","수","23","서울특별시","중구","을지로1가","5"
"20141217","수","23","서울특별시","중구","정동","5"
"20141218","목","00","서울특별시","강남구","도곡동","5"
"20141218","목","00","서울특별시","강남구","세곡동","5"
"20141218","목","00","서울특별시","강남구","대치동","5"
"20141218","목","00","서울특별시","강남구","신사동","10"
"20141218","목","00","서울특별시","강남구","청담동","5"
"20141218","목","00","서울특별시","강남구","수서동","5"
"20141218","목","00","서울특별시","강남구","논현동","7"
"20141218","목","00","서울특별시","강남구","삼성동","8"
"20141218","목","00","서울특별시","강남구","역삼동","15"
"20141218","목","00","서울특별시","강동구","성내동","5"
"20141218","목","00","서울특별시","강동구","상일동","5"
"20141218","목","00","서울특별시","강동구","명일동","5"
"20141218","목","00","서울특별시","강서구","등촌동","5"
"20141218","목","00","서울특별시","구로구","가리봉동","5"
"20141218","목","00","서울특별시","구로구","구로동","5"
"20141218","목","00","서울특별시","금천구","가산동","5"
"20141218","목","00","서울특별시","노원구","월계동","5"
"20141218","목","00","서울특별시","동작구","사당동","5"
"20141218","목","00","서울특별시","동작구","노량진동","5"
"20141218","목","00","서울특별시","동작구","본동","5"
"20141218","목","00","서울특별시","마포구","동교동","5"
"20141218","목","00","서울특별시","마포구","상암동","5"
"20141218","목","00","서울특별시","서대문구","창천동","5"
"20141218","목","00","서울특별시","서대문구","북아현동","5"
"20141218","목","00","서울특별시","서대문구","연희동","5"
"20141218","목","00","서울특별시","서초구","서초동","15"
"20141218","목","00","서울특별시","서초구","방배동","5"
"20141218","목","00","서울특별시","서초구","반포동","5"
"20141218","목","00","서울특별시","서초구","양재동","5"
"20141218","목","00","서울특별시","서초구","잠원동","6"
"20141218","목","00","서울특별시","성동구","성수동1가","5"
"20141218","목","00","서울특별시","송파구","신천동","5"
"20141218","목","00","서울특별시","송파구","석촌동","5"
"20141218","목","00","서울특별시","송파구","방이동","5"
"20141218","목","00","서울특별시","송파구","오금동","5"
"20141218","목","00","서울특별시","송파구","문정동","5"
"20141218","목","00","서울특별시","송파구","가락동","5"
"20141218","목","00","서울특별시","송파구","잠실동","5"
"20141218","목","00","서울특별시","양천구","신정동","5"
"20141218","목","00","서울특별시","영등포구","당산동4가","5"
"20141218","목","00","서울특별시","영등포구","여의도동","5"
"20141218","목","00","서울특별시","영등포구","신길동","5"
"20141218","목","00","서울특별시","용산구","용산동2가","5"
"20141218","목","00","서울특별시","용산구","한강로2가","5"
"20141218","목","00","서울특별시","용산구","신계동","5"
"20141218","목","00","서울특별시","용산구","동빙고동","5"
"20141218","목","00","서울특별시","용산구","한남동","5"
"20141218","목","00","서울특별시","은평구","구산동","5"
"20141218","목","00","서울특별시","종로구","서린동","5"
"20141218","목","00","서울특별시","종로구","인의동","5"
"20141218","목","00","서울특별시","종로구","명륜2가","5"
"20141218","목","00","서울특별시","종로구","계동","5"
"20141218","목","00","서울특별시","종로구","신문로1가","5"
"20141218","목","00","서울특별시","중구","명동2가","5"
"20141218","목","00","서울특별시","중구","남대문로5가","5"
"20141218","목","00","서울특별시","중구","필동2가","5"
"20141218","목","00","서울특별시","중구","을지로2가","7"
"20141218","목","00","서울특별시","중구","서소문동","5"
"20141218","목","00","서울특별시","중구","무교동","6"
"20141218","목","01","서울특별시","강남구","신사동","5"
"20141218","목","01","서울특별시","강남구","논현동","5"
"20141218","목","01","서울특별시","강남구","대치동","5"
"20141218","목","01","서울특별시","강남구","역삼동","13"
"20141218","목","01","서울특별시","강남구","도곡동","5"
"20141218","목","01","서울특별시","강남구","삼성동","5"
"20141218","목","01","서울특별시","강남구","개포동","5"
"20141218","목","01","서울특별시","강남구","청담동","5"
"20141218","목","01","서울특별시","강동구","천호동","5"
"20141218","목","01","서울특별시","강동구","상일동","5"
"20141218","목","01","서울특별시","강서구","방화동","5"
"20141218","목","01","서울특별시","관악구","신림동","5"
"20141218","목","01","서울특별시","광진구","화양동","5"
"20141218","목","01","서울특별시","구로구","구로동","5"
"20141218","목","01","서울특별시","구로구","개봉동","5"
"20141218","목","01","서울특별시","마포구","서교동","5"
"20141218","목","01","서울특별시","마포구","동교동","5"
"20141218","목","01","서울특별시","마포구","마포동","5"
"20141218","목","01","서울특별시","서대문구","홍은동","5"
"20141218","목","01","서울특별시","서초구","잠원동","5"
"20141218","목","01","서울특별시","서초구","양재동","5"
"20141218","목","01","서울특별시","서초구","방배동","5"
"20141218","목","01","서울특별시","서초구","반포동","5"
"20141218","목","01","서울특별시","서초구","서초동","5"
"20141218","목","01","서울특별시","송파구","문정동","5"
"20141218","목","01","서울특별시","송파구","잠실동","5"
"20141218","목","01","서울특별시","송파구","신천동","5"
"20141218","목","01","서울특별시","영등포구","여의도동","5"
"20141218","목","01","서울특별시","영등포구","당산동2가","5"
"20141218","목","01","서울특별시","영등포구","대림동","5"
"20141218","목","01","서울특별시","영등포구","영등포동7가","5"
"20141218","목","01","서울특별시","용산구","한강로2가","5"
"20141218","목","01","서울특별시","용산구","청파동3가","5"
"20141218","목","01","서울특별시","용산구","용문동","5"
"20141218","목","01","서울특별시","용산구","한남동","5"
"20141218","목","01","서울특별시","은평구","역촌동","5"
"20141218","목","01","서울특별시","종로구","낙원동","5"
"20141218","목","01","서울특별시","종로구","통의동","5"
"20141218","목","01","서울특별시","중구","태평로1가","5"
"20141218","목","01","서울특별시","중구","남대문로5가","5"
"20141218","목","01","서울특별시","중구","필동2가","5"
"20141218","목","01","서울특별시","중구","신당동","5"
"20141218","목","01","서울특별시","중구","무교동","5"
"20141218","목","02","서울특별시","강남구","논현동","5"
"20141218","목","02","서울특별시","강남구","역삼동","5"
"20141218","목","02","서울특별시","강남구","삼성동","5"
